496586299
USP35,2.880062056,2.327139806
RIMKLB,2.126367529,5.964913087
CBLN2,2.50022352,2.097106312
ACTN1,7.235834476,5.534974024
GAREML,0.971528554,5.381928981
SLC35F4,0.309503289,0.75618998
CEND1,1.894749538,2.656528
ORC1,0.977894972,0.616103683
LPCAT2,4.702214356,2.237204273
AHSA2,2.957993816,4.906663758
AC110084.1,0.360575154,0.595375
GLI2,0.549839114,0.133309636
C15orf57,1.697188984,1.428601819
PLA2R1,2.886018882,0.851643503
FNDC3B,8.21485561,2.164648536
MYRF,0.424782941,0.208159945
BYSL,1.861723254,1.787278074
STRC,0.235101793,0.22999926
TBCCD1,4.808572421,6.968825877
CBWD3,1.688308138,2.124674461
SLC25A6,29.90804251,17.99370334
ZNF544,1.803415419,4.177301104
INPP5A,6.497500449,5.665329053
VPS36,11.24667694,7.448420694
CHMP4A,4.659054064,1.365104832
PRDM10,1.950751465,1.523558512
STX18,3.926479082,3.03393763
ZFYVE16,7.34269383,4.55128493
OXR1,9.566687976,6.820361979
SLC25A18,1.336327681,0.534598828
ALDH1A1,80.12751681,4.899146959
ELL3,0.499444586,0.274527159
KNTC1,3.962376818,5.564703943
ZNF615,1.762684159,1.880427073
PACS1,3.853287689,4.144807267
TMEM123,17.40689729,8.744531363
RNF138,5.325472693,6.743188185
TMEM44,1.123090898,1.279857334
ZNF446,0.889117312,2.04529847
UNKL,1.532005069,1.608421214
PRKD2,2.148781017,1.254363178
ZNF268,0.697386225,0.53371997
CPQ,10.26874363,3.574306156
FHL2,2.549024912,0.420347992
MYT1,5.083436008,8.947089439
ZNF93,0.557179314,0.44321193
FBXL22,0.521102285,0.75619015
ATP13A2,9.338059521,12.34417626
GFOD1,1.927708224,1.767067147
SMKR1,0.953120538,3.227474
NAT8L,1.824109536,2.701421165
MTFR1,2.94062572,1.581965875
LRRC9,0.221395243,0.2327101
TMEM53,0.934319693,0.813697576
GFI1,0.785053225,0.903856667
IFT27,1.878216445,1.720407367
CELSR3,3.569263211,5.23345872
PIH1D1,7.012134342,5.274023713
ANKRD13B,3.358624351,3.099768717
RP11-795F19.5,0.320013178,0.357124485
KPTN,1.225271512,2.729060898
DUSP18,0.991351183,0.713599978
ASS1,9.82664407,0.928788972
KIAA1033,15.0705765,12.23750777
DLK2,0.796464179,1.408101923
SERTAD3,2.808376337,0.278011215
TENC1,6.117976183,1.165773219
LSS,6.129374827,7.759514973
SYT17,2.098217387,3.931473782
GPC2,2.149365296,15.48222195
LIPE,10.36626469,0.991661046
SLC6A9,0.591118345,0.236749858
UBE2QL1,1.605803154,0.622643
RTEL1,2.138121548,1.268945833
BOLA2,7.526014231,4.638633
FBXO17,1.031395422,0.680577639
ZNF814,0.723781623,0.765698995
FAM21D,2.918520385,3.285497
ZNF449,2.711704386,1.104127243
DVL1,11.98287144,8.64222188
ACKR2,0.160497481,0.156309415
HEATR2,1.791301896,1.412705665
TNXB,4.793584927,0.381327
PICK1,4.400415489,4.499358203
GCN1L1,10.48484239,13.60708123
